"Block"	"Trial"	"FaceFilename"	"WordFilename"	"FaceRace"	"Fix"	"WordValence"	"Condition"	"RT"	"Key"	"Error"	"Subno"	"Congruent"
2	111	"C:\Hannah's FYP\Black13_neu.jpg"	"vomit"	"Black"	"eyes"	"Neg"	121	749	1	0	4	"Con"
2	112	"C:\Hannah's FYP\Black11_neu.jpg"	"success"	"Black"	"eyes"	"Pos"	122	711	2	0	4	"Incon"
2	113	"C:\Hannah's FYP\Black16_neu.jpg"	"love"	"Black"	"eyes"	"Pos"	122	643	2	0	4	"Incon"
2	114	"C:\Hannah's FYP\Black24_neu.jpg"	"romance"	"Black"	"nose"	"Pos"	132	607	2	0	4	"Incon"
2	115	"C:\Hannah's FYP\White17_neu.jpg"	"paradise"	"White"	"nose"	"Pos"	232	544	2	0	4	"Con"
2	116	"C:\Hannah's FYP\White20_neu.jpg"	"beauty"	"White"	"nose"	"Pos"	232	463	2	0	4	"Con"
2	117	"C:\Hannah's FYP\Black15_neu.jpg"	"joy"	"Black"	"eyes"	"Pos"	122	414	2	0	4	"Incon"
2	118	"C:\Hannah's FYP\Black11_neu.jpg"	"beauty"	"Black"	"eyes"	"Pos"	122	703	2	0	4	"Incon"
2	119	"C:\Hannah's FYP\White9_neu.jpg"	"romance"	"White"	"eyes"	"Pos"	222	603	2	0	4	"Con"
2	120	"C:\Hannah's FYP\Black9_neu.jpg"	"sewage"	"Black"	"eyes"	"Neg"	121	859	1	0	4	"Con"
2	121	"C:\Hannah's FYP\White7_neu.jpg"	"romance"	"White"	"forehead"	"Pos"	212	489	2	0	4	"Con"
2	122	"C:\Hannah's FYP\Black20_neu.jpg"	"romance"	"Black"	"nose"	"Pos"	132	650	2	0	4	"Incon"
2	123	"C:\Hannah's FYP\White10_neu.jpg"	"joy"	"White"	"eyes"	"Pos"	222	585	2	0	4	"Con"
2	124	"C:\Hannah's FYP\Black9_neu.jpg"	"joy"	"Black"	"eyes"	"Pos"	122	658	2	0	4	"Incon"
2	125	"C:\Hannah's FYP\White6_neu.jpg"	"love"	"White"	"forehead"	"Pos"	212	680	2	0	4	"Con"
2	126	"C:\Hannah's FYP\Black13_neu.jpg"	"sewage"	"Black"	"eyes"	"Neg"	121	614	1	0	4	"Con"
2	127	"C:\Hannah's FYP\White3_neu.jpg"	"success"	"White"	"forehead"	"Pos"	212	710	2	0	4	"Con"
2	128	"C:\Hannah's FYP\White14_neu.jpg"	"despair"	"White"	"eyes"	"Neg"	221	710	1	0	4	"Incon"
2	129	"C:\Hannah's FYP\Black13_neu.jpg"	"smile"	"Black"	"eyes"	"Pos"	122	650	2	0	4	"Incon"
2	130	"C:\Hannah's FYP\Black19_neu.jpg"	"beauty"	"Black"	"nose"	"Pos"	132	641	2	0	4	"Incon"
2	131	"C:\Hannah's FYP\Black22_neu.jpg"	"joy"	"Black"	"nose"	"Pos"	132	517	2	0	4	"Incon"
2	132	"C:\Hannah's FYP\Black18_neu.jpg"	"paradise"	"Black"	"nose"	"Pos"	132	601	2	0	4	"Incon"
2	133	"C:\Hannah's FYP\White15_neu.jpg"	"romance"	"White"	"eyes"	"Pos"	222	521	2	0	4	"Con"
2	134	"C:\Hannah's FYP\White17_neu.jpg"	"despair"	"White"	"nose"	"Neg"	231	717	1	0	4	"Incon"
2	135	"C:\Hannah's FYP\Black23_neu.jpg"	"garbage"	"Black"	"nose"	"Neg"	131	694	1	0	4	"Con"
2	136	"C:\Hannah's FYP\White14_neu.jpg"	"garbage"	"White"	"eyes"	"Neg"	221	1079	1	0	4	"Incon"
2	137	"C:\Hannah's FYP\Black6_neu.jpg"	"paradise"	"Black"	"forehead"	"Pos"	112	771	2	0	4	"Incon"
2	138	"C:\Hannah's FYP\Black5_neu.jpg"	"vacation"	"Black"	"forehead"	"Pos"	112	900	2	0	4	"Incon"
2	139	"C:\Hannah's FYP\Black10_neu.jpg"	"pest"	"Black"	"eyes"	"Neg"	121	849	1	0	4	"Con"
2	140	"C:\Hannah's FYP\White11_neu.jpg"	"smile"	"White"	"eyes"	"Pos"	222	631	2	0	4	"Con"
2	141	"C:\Hannah's FYP\White10_neu.jpg"	"garbage"	"White"	"eyes"	"Neg"	221	654	1	0	4	"Incon"
2	142	"C:\Hannah's FYP\Black16_neu.jpg"	"pest"	"Black"	"eyes"	"Neg"	121	773	1	0	4	"Con"
2	143	"C:\Hannah's FYP\White3_neu.jpg"	"beauty"	"White"	"forehead"	"Pos"	212	878	2	0	4	"Con"
2	144	"C:\Hannah's FYP\Black8_neu.jpg"	"beauty"	"Black"	"forehead"	"Pos"	112	585	2	0	4	"Incon"
2	145	"C:\Hannah's FYP\Black14_neu.jpg"	"romance"	"Black"	"eyes"	"Pos"	122	650	2	0	4	"Incon"
2	146	"C:\Hannah's FYP\White23_neu.jpg"	"garbage"	"White"	"nose"	"Neg"	231	860	1	0	4	"Incon"
2	147	"C:\Hannah's FYP\White22_neu.jpg"	"smile"	"White"	"nose"	"Pos"	232	1944.57544831985	2	0	4	"Con"
2	148	"C:\Hannah's FYP\White24_neu.jpg"	"vacation"	"White"	"nose"	"Pos"	232	818	2	0	4	"Con"
2	149	"C:\Hannah's FYP\White4_neu.jpg"	"poison"	"White"	"forehead"	"Neg"	211	737	1	0	4	"Incon"
2	150	"C:\Hannah's FYP\Black13_neu.jpg"	"vacation"	"Black"	"eyes"	"Pos"	122	756	2	0	4	"Incon"
2	151	"C:\Hannah's FYP\Black18_neu.jpg"	"success"	"Black"	"nose"	"Pos"	132	1806	2	0	4	"Incon"
2	152	"C:\Hannah's FYP\White23_neu.jpg"	"romance"	"White"	"nose"	"Pos"	232	726	2	0	4	"Con"
2	153	"C:\Hannah's FYP\White22_neu.jpg"	"despair"	"White"	"nose"	"Neg"	231	889	1	0	4	"Incon"
2	154	"C:\Hannah's FYP\Black20_neu.jpg"	"garbage"	"Black"	"nose"	"Neg"	131	1289	1	0	4	"Con"
2	155	"C:\Hannah's FYP\Black1_neu.jpg"	"garbage"	"Black"	"forehead"	"Neg"	111	708	1	0	4	"Con"
2	156	"C:\Hannah's FYP\White23_neu.jpg"	"love"	"White"	"nose"	"Pos"	232	828	2	0	4	"Con"
2	157	"C:\Hannah's FYP\White1_neu.jpg"	"vomit"	"White"	"forehead"	"Neg"	211	1099	1	0	4	"Incon"
2	158	"C:\Hannah's FYP\Black15_neu.jpg"	"despair"	"Black"	"eyes"	"Neg"	121	1054	1	0	4	"Con"
2	159	"C:\Hannah's FYP\White3_neu.jpg"	"sewage"	"White"	"forehead"	"Neg"	211	691	1	0	4	"Incon"
2	160	"C:\Hannah's FYP\White19_neu.jpg"	"success"	"White"	"nose"	"Pos"	232	901	2	0	4	"Con"
2	161	"C:\Hannah's FYP\White23_neu.jpg"	"disgust"	"White"	"nose"	"Neg"	231	1260	1	0	4	"Incon"
2	162	"C:\Hannah's FYP\Black4_neu.jpg"	"success"	"Black"	"forehead"	"Pos"	112	761	2	0	4	"Incon"
2	163	"C:\Hannah's FYP\White12_neu.jpg"	"love"	"White"	"eyes"	"Pos"	222	643	2	0	4	"Con"
2	164	"C:\Hannah's FYP\Black6_neu.jpg"	"pest"	"Black"	"forehead"	"Neg"	111	610	1	0	4	"Con"
2	165	"C:\Hannah's FYP\White24_neu.jpg"	"paradise"	"White"	"nose"	"Pos"	232	538	2	0	4	"Con"
2	166	"C:\Hannah's FYP\Black7_neu.jpg"	"smile"	"Black"	"forehead"	"Pos"	112	723	2	0	4	"Incon"
2	167	"C:\Hannah's FYP\Black22_neu.jpg"	"disgust"	"Black"	"nose"	"Neg"	131	1380	1	0	4	"Con"
2	168	"C:\Hannah's FYP\Black18_neu.jpg"	"cockroach"	"Black"	"nose"	"Neg"	131	1944.57544831985	1	0	4	"Con"
2	169	"C:\Hannah's FYP\White15_neu.jpg"	"vomit"	"White"	"eyes"	"Neg"	221	565	1	0	4	"Incon"
2	170	"C:\Hannah's FYP\White9_neu.jpg"	"cockroach"	"White"	"eyes"	"Neg"	221	1007	1	0	4	"Incon"
2	171	"C:\Hannah's FYP\Black19_neu.jpg"	"love"	"Black"	"nose"	"Pos"	132	503	2	0	4	"Incon"
2	172	"C:\Hannah's FYP\White1_neu.jpg"	"love"	"White"	"forehead"	"Pos"	212	523	2	0	4	"Con"
2	173	"C:\Hannah's FYP\White10_neu.jpg"	"vacation"	"White"	"eyes"	"Pos"	222	1503	2	0	4	"Con"
2	174	"C:\Hannah's FYP\Black11_neu.jpg"	"garbage"	"Black"	"eyes"	"Neg"	121	849	1	0	4	"Con"
2	175	"C:\Hannah's FYP\White21_neu.jpg"	"poison"	"White"	"nose"	"Neg"	231	851	1	0	4	"Incon"
2	176	"C:\Hannah's FYP\White7_neu.jpg"	"vomit"	"White"	"forehead"	"Neg"	211	681	1	0	4	"Incon"
2	177	"C:\Hannah's FYP\White8_neu.jpg"	"smile"	"White"	"forehead"	"Pos"	212	710	2	0	4	"Con"
2	178	"C:\Hannah's FYP\White20_neu.jpg"	"pest"	"White"	"nose"	"Neg"	231	927	1	0	4	"Incon"
2	179	"C:\Hannah's FYP\Black3_neu.jpg"	"despair"	"Black"	"forehead"	"Neg"	111	856	1	0	4	"Con"
2	180	"C:\Hannah's FYP\Black22_neu.jpg"	"sewage"	"Black"	"nose"	"Neg"	131	763	1	0	4	"Con"
2	181	"C:\Hannah's FYP\White21_neu.jpg"	"success"	"White"	"nose"	"Pos"	232	721	2	0	4	"Con"
2	182	"C:\Hannah's FYP\White2_neu.jpg"	"joy"	"White"	"forehead"	"Pos"	212	764	2	0	4	"Con"
2	183	"C:\Hannah's FYP\Black11_neu.jpg"	"cockroach"	"Black"	"eyes"	"Neg"	121	974	1	0	4	"Con"
2	184	"C:\Hannah's FYP\White2_neu.jpg"	"cockroach"	"White"	"forehead"	"Neg"	211	1591	1	0	4	"Incon"
2	185	"C:\Hannah's FYP\Black15_neu.jpg"	"paradise"	"Black"	"eyes"	"Pos"	122	813	2	0	4	"Incon"
2	186	"C:\Hannah's FYP\White11_neu.jpg"	"vomit"	"White"	"eyes"	"Neg"	221	1005	1	0	4	"Incon"
2	187	"C:\Hannah's FYP\Black4_neu.jpg"	"cockroach"	"Black"	"forehead"	"Neg"	111	876	1	0	4	"Con"
2	188	"C:\Hannah's FYP\White4_neu.jpg"	"romance"	"White"	"forehead"	"Pos"	212	673	2	0	4	"Con"
2	189	"C:\Hannah's FYP\White10_neu.jpg"	"pest"	"White"	"eyes"	"Neg"	221	750	1	0	4	"Incon"
2	190	"C:\Hannah's FYP\Black8_neu.jpg"	"poison"	"Black"	"forehead"	"Neg"	111	1054	1	0	4	"Con"
2	191	"C:\Hannah's FYP\White6_neu.jpg"	"poison"	"White"	"forehead"	"Neg"	211	867	1	0	4	"Incon"
2	192	"C:\Hannah's FYP\Black19_neu.jpg"	"sewage"	"Black"	"nose"	"Neg"	131	1073	1	0	4	"Con"
2	1	"C:\Hannah's FYP\Black15_neu.jpg"	"despair"	"Black"	"eyes"	"Neg"	121	865.14757193714	1	0	6	"Con"
2	2	"C:\Hannah's FYP\Black21_neu.jpg"	"disgust"	"Black"	"nose"	"Neg"	131	455	1	0	6	"Con"
2	3	"C:\Hannah's FYP\White8_neu.jpg"	"beauty"	"White"	"forehead"	"Pos"	212	550	2	0	6	"Con"
2	4	"C:\Hannah's FYP\White15_neu.jpg"	"joy"	"White"	"eyes"	"Pos"	222	553	2	0	6	"Con"
2	5	"C:\Hannah's FYP\White11_neu.jpg"	"disgust"	"White"	"eyes"	"Neg"	221	571	1	0	6	"Incon"
2	6	"C:\Hannah's FYP\Black18_neu.jpg"	"pest"	"Black"	"nose"	"Neg"	131	581	1	0	6	"Con"
2	7	"C:\Hannah's FYP\Black3_neu.jpg"	"beauty"	"Black"	"forehead"	"Pos"	112	637	2	0	6	"Incon"
2	8	"C:\Hannah's FYP\White16_neu.jpg"	"beauty"	"White"	"eyes"	"Pos"	222	452	2	0	6	"Con"
2	9	"C:\Hannah's FYP\White12_neu.jpg"	"vacation"	"White"	"eyes"	"Pos"	222	579	2	0	6	"Con"
2	10	"C:\Hannah's FYP\White1_neu.jpg"	"paradise"	"White"	"forehead"	"Pos"	212	573	2	0	6	"Con"
2	11	"C:\Hannah's FYP\Black10_neu.jpg"	"vomit"	"Black"	"eyes"	"Neg"	121	519	1	0	6	"Con"
2	12	"C:\Hannah's FYP\White10_neu.jpg"	"paradise"	"White"	"eyes"	"Pos"	222	475	2	0	6	"Con"
2	13	"C:\Hannah's FYP\White9_neu.jpg"	"joy"	"White"	"eyes"	"Pos"	222	489	2	0	6	"Con"
2	14	"C:\Hannah's FYP\White11_neu.jpg"	"poison"	"White"	"eyes"	"Neg"	221	543	1	0	6	"Incon"
2	15	"C:\Hannah's FYP\Black24_neu.jpg"	"poison"	"Black"	"nose"	"Neg"	131	455	1	0	6	"Con"
2	16	"C:\Hannah's FYP\White2_neu.jpg"	"poison"	"White"	"forehead"	"Neg"	211	638	1	0	6	"Incon"
2	17	"C:\Hannah's FYP\Black2_neu.jpg"	"romance"	"Black"	"forehead"	"Pos"	112	573	2	0	6	"Incon"
2	18	"C:\Hannah's FYP\Black17_neu.jpg"	"disgust"	"Black"	"nose"	"Neg"	131	556	1	0	6	"Con"
2	19	"C:\Hannah's FYP\White1_neu.jpg"	"pest"	"White"	"forehead"	"Neg"	211	527	1	0	6	"Incon"
2	20	"C:\Hannah's FYP\Black6_neu.jpg"	"sewage"	"Black"	"forehead"	"Neg"	111	499	1	0	6	"Con"
2	21	"C:\Hannah's FYP\Black2_neu.jpg"	"garbage"	"Black"	"forehead"	"Neg"	111	488	1	0	6	"Con"
2	22	"C:\Hannah's FYP\White5_neu.jpg"	"sewage"	"White"	"forehead"	"Neg"	211	469	1	0	6	"Incon"
2	23	"C:\Hannah's FYP\White18_neu.jpg"	"pest"	"White"	"nose"	"Neg"	231	472	1	0	6	"Incon"
2	24	"C:\Hannah's FYP\White4_neu.jpg"	"love"	"White"	"forehead"	"Pos"	212	486	2	0	6	"Con"
2	25	"C:\Hannah's FYP\Black16_neu.jpg"	"disgust"	"Black"	"eyes"	"Neg"	121	475	1	0	6	"Con"
2	26	"C:\Hannah's FYP\Black19_neu.jpg"	"smile"	"Black"	"nose"	"Pos"	132	473	2	0	6	"Incon"
2	27	"C:\Hannah's FYP\Black20_neu.jpg"	"love"	"Black"	"nose"	"Pos"	132	451	2	0	6	"Incon"
2	28	"C:\Hannah's FYP\Black14_neu.jpg"	"beauty"	"Black"	"eyes"	"Pos"	122	498	2	0	6	"Incon"
2	29	"C:\Hannah's FYP\Black10_neu.jpg"	"success"	"Black"	"eyes"	"Pos"	122	527	2	0	6	"Incon"
2	30	"C:\Hannah's FYP\Black8_neu.jpg"	"pest"	"Black"	"forehead"	"Neg"	111	545	1	0	6	"Con"
2	31	"C:\Hannah's FYP\White20_neu.jpg"	"sewage"	"White"	"nose"	"Neg"	231	472	1	0	6	"Incon"
2	32	"C:\Hannah's FYP\White5_neu.jpg"	"romance"	"White"	"forehead"	"Pos"	212	439	2	0	6	"Con"
2	33	"C:\Hannah's FYP\White4_neu.jpg"	"cockroach"	"White"	"forehead"	"Neg"	211	494	1	0	6	"Incon"
2	34	"C:\Hannah's FYP\White3_neu.jpg"	"despair"	"White"	"forehead"	"Neg"	211	555	1	0	6	"Incon"
2	35	"C:\Hannah's FYP\White7_neu.jpg"	"paradise"	"White"	"forehead"	"Pos"	212	558	2	0	6	"Con"
2	36	"C:\Hannah's FYP\Black14_neu.jpg"	"garbage"	"Black"	"eyes"	"Neg"	121	776	1	0	6	"Con"
2	37	"C:\Hannah's FYP\White13_neu.jpg"	"paradise"	"White"	"eyes"	"Pos"	222	521	2	0	6	"Con"
2	38	"C:\Hannah's FYP\Black10_neu.jpg"	"smile"	"Black"	"eyes"	"Pos"	122	517	2	0	6	"Incon"
2	39	"C:\Hannah's FYP\Black21_neu.jpg"	"joy"	"Black"	"nose"	"Pos"	132	446	2	0	6	"Incon"
2	40	"C:\Hannah's FYP\White20_neu.jpg"	"love"	"White"	"nose"	"Pos"	232	434	2	0	6	"Con"
2	41	"C:\Hannah's FYP\White9_neu.jpg"	"garbage"	"White"	"eyes"	"Neg"	221	561	1	0	6	"Incon"
2	42	"C:\Hannah's FYP\Black3_neu.jpg"	"vacation"	"Black"	"forehead"	"Pos"	112	490	2	0	6	"Incon"
2	43	"C:\Hannah's FYP\White6_neu.jpg"	"disgust"	"White"	"forehead"	"Neg"	211	464	1	0	6	"Incon"
2	44	"C:\Hannah's FYP\Black19_neu.jpg"	"sewage"	"Black"	"nose"	"Neg"	131	462	1	0	6	"Con"
2	45	"C:\Hannah's FYP\Black24_neu.jpg"	"despair"	"Black"	"nose"	"Neg"	131	402	1	0	6	"Con"
2	46	"C:\Hannah's FYP\Black13_neu.jpg"	"romance"	"Black"	"eyes"	"Pos"	122	539	2	0	6	"Incon"
2	47	"C:\Hannah's FYP\Black18_neu.jpg"	"vacation"	"Black"	"nose"	"Pos"	132	470	2	0	6	"Incon"
2	48	"C:\Hannah's FYP\Black6_neu.jpg"	"despair"	"Black"	"forehead"	"Neg"	111	540	1	0	6	"Con"
2	49	"C:\Hannah's FYP\Black11_neu.jpg"	"disgust"	"Black"	"eyes"	"Neg"	121	496	1	0	6	"Con"
2	50	"C:\Hannah's FYP\White24_neu.jpg"	"pest"	"White"	"nose"	"Neg"	231	461	1	0	6	"Incon"
2	51	"C:\Hannah's FYP\White10_neu.jpg"	"despair"	"White"	"eyes"	"Neg"	221	476	1	0	6	"Incon"
2	52	"C:\Hannah's FYP\Black8_neu.jpg"	"garbage"	"Black"	"forehead"	"Neg"	111	512	1	0	6	"Con"
2	53	"C:\Hannah's FYP\White17_neu.jpg"	"disgust"	"White"	"nose"	"Neg"	231	468	1	0	6	"Incon"
2	54	"C:\Hannah's FYP\White2_neu.jpg"	"disgust"	"White"	"forehead"	"Neg"	211	490	1	0	6	"Incon"
2	55	"C:\Hannah's FYP\White13_neu.jpg"	"poison"	"White"	"eyes"	"Neg"	221	464	1	0	6	"Incon"
2	56	"C:\Hannah's FYP\Black5_neu.jpg"	"vacation"	"Black"	"forehead"	"Pos"	112	446	2	0	6	"Incon"
2	57	"C:\Hannah's FYP\White15_neu.jpg"	"cockroach"	"White"	"eyes"	"Neg"	221	470	1	0	6	"Incon"
2	58	"C:\Hannah's FYP\White19_neu.jpg"	"cockroach"	"White"	"nose"	"Neg"	231	473	1	0	6	"Incon"
2	59	"C:\Hannah's FYP\Black17_neu.jpg"	"romance"	"Black"	"nose"	"Pos"	132	542	2	0	6	"Incon"
2	60	"C:\Hannah's FYP\White23_neu.jpg"	"sewage"	"White"	"nose"	"Neg"	231	517	1	0	6	"Incon"
2	61	"C:\Hannah's FYP\Black13_neu.jpg"	"pest"	"Black"	"eyes"	"Neg"	121	425	1	0	6	"Con"
2	62	"C:\Hannah's FYP\Black6_neu.jpg"	"paradise"	"Black"	"forehead"	"Pos"	112	449	1	1	6	"Incon"
2	63	"C:\Hannah's FYP\Black1_neu.jpg"	"vomit"	"Black"	"forehead"	"Neg"	111	664	1	0	6	"Con"
2	64	"C:\Hannah's FYP\White18_neu.jpg"	"smile"	"White"	"nose"	"Pos"	232	699	2	0	6	"Con"
2	65	"C:\Hannah's FYP\Black22_neu.jpg"	"vacation"	"Black"	"nose"	"Pos"	132	509	2	0	6	"Incon"
2	66	"C:\Hannah's FYP\Black20_neu.jpg"	"cockroach"	"Black"	"nose"	"Neg"	131	541	1	0	6	"Con"
2	67	"C:\Hannah's FYP\White5_neu.jpg"	"joy"	"White"	"forehead"	"Pos"	212	472	2	0	6	"Con"
2	68	"C:\Hannah's FYP\Black18_neu.jpg"	"joy"	"Black"	"nose"	"Pos"	132	510	2	0	6	"Incon"
2	69	"C:\Hannah's FYP\Black3_neu.jpg"	"disgust"	"Black"	"forehead"	"Neg"	111	490	1	0	6	"Con"
2	70	"C:\Hannah's FYP\White23_neu.jpg"	"success"	"White"	"nose"	"Pos"	232	507	2	0	6	"Con"
2	71	"C:\Hannah's FYP\Black7_neu.jpg"	"romance"	"Black"	"forehead"	"Pos"	112	865.14757193714	2	0	6	"Incon"
2	72	"C:\Hannah's FYP\Black15_neu.jpg"	"love"	"Black"	"eyes"	"Pos"	122	433	2	0	6	"Incon"
2	73	"C:\Hannah's FYP\White15_neu.jpg"	"garbage"	"White"	"eyes"	"Neg"	221	577	1	0	6	"Incon"
2	74	"C:\Hannah's FYP\Black15_neu.jpg"	"vomit"	"Black"	"eyes"	"Neg"	121	562	1	0	6	"Con"
2	75	"C:\Hannah's FYP\White11_neu.jpg"	"success"	"White"	"eyes"	"Pos"	222	509	2	0	6	"Con"
2	76	"C:\Hannah's FYP\Black23_neu.jpg"	"vomit"	"Black"	"nose"	"Neg"	131	511	1	0	6	"Con"
2	77	"C:\Hannah's FYP\Black9_neu.jpg"	"love"	"Black"	"eyes"	"Pos"	122	555	2	0	6	"Incon"
2	78	"C:\Hannah's FYP\Black5_neu.jpg"	"beauty"	"Black"	"forehead"	"Pos"	112	526	2	0	6	"Incon"
2	79	"C:\Hannah's FYP\White17_neu.jpg"	"garbage"	"White"	"nose"	"Neg"	231	514	1	0	6	"Incon"
2	80	"C:\Hannah's FYP\Black3_neu.jpg"	"cockroach"	"Black"	"forehead"	"Neg"	111	557	1	0	6	"Con"
2	81	"C:\Hannah's FYP\Black7_neu.jpg"	"smile"	"Black"	"forehead"	"Pos"	112	461	2	0	6	"Incon"
2	82	"C:\Hannah's FYP\Black14_neu.jpg"	"sewage"	"Black"	"eyes"	"Neg"	121	532	1	0	6	"Con"
2	83	"C:\Hannah's FYP\White12_neu.jpg"	"romance"	"White"	"eyes"	"Pos"	222	544	2	0	6	"Con"
2	84	"C:\Hannah's FYP\White16_neu.jpg"	"romance"	"White"	"eyes"	"Pos"	222	531	2	0	6	"Con"
2	85	"C:\Hannah's FYP\Black10_neu.jpg"	"poison"	"Black"	"eyes"	"Neg"	121	511	1	0	6	"Con"
2	86	"C:\Hannah's FYP\White18_neu.jpg"	"vacation"	"White"	"nose"	"Pos"	232	848	2	0	6	"Con"
2	87	"C:\Hannah's FYP\White24_neu.jpg"	"vomit"	"White"	"nose"	"Neg"	231	510	1	0	6	"Incon"
2	88	"C:\Hannah's FYP\White20_neu.jpg"	"romance"	"White"	"nose"	"Pos"	232	559	2	0	6	"Con"
2	89	"C:\Hannah's FYP\Black9_neu.jpg"	"romance"	"Black"	"eyes"	"Pos"	122	434	2	0	6	"Incon"
2	90	"C:\Hannah's FYP\Black16_neu.jpg"	"cockroach"	"Black"	"eyes"	"Neg"	121	497	1	0	6	"Con"
2	91	"C:\Hannah's FYP\White23_neu.jpg"	"joy"	"White"	"nose"	"Pos"	232	507	2	0	6	"Con"
2	92	"C:\Hannah's FYP\Black21_neu.jpg"	"pest"	"Black"	"nose"	"Neg"	131	621	1	0	6	"Con"
2	93	"C:\Hannah's FYP\Black17_neu.jpg"	"paradise"	"Black"	"nose"	"Pos"	132	522	2	0	6	"Incon"
2	94	"C:\Hannah's FYP\Black6_neu.jpg"	"joy"	"Black"	"forehead"	"Pos"	112	430	2	0	6	"Incon"
2	95	"C:\Hannah's FYP\Black22_neu.jpg"	"garbage"	"Black"	"nose"	"Neg"	131	564	1	0	6	"Con"
2	96	"C:\Hannah's FYP\Black23_neu.jpg"	"success"	"Black"	"nose"	"Pos"	132	460	2	0	6	"Incon"
2	97	"C:\Hannah's FYP\Black16_neu.jpg"	"paradise"	"Black"	"eyes"	"Pos"	122	587	2	0	6	"Incon"
2	98	"C:\Hannah's FYP\Black24_neu.jpg"	"romance"	"Black"	"nose"	"Pos"	132	577	2	0	6	"Incon"
2	99	"C:\Hannah's FYP\Black4_neu.jpg"	"joy"	"Black"	"forehead"	"Pos"	112	459	2	0	6	"Incon"
2	100	"C:\Hannah's FYP\White8_neu.jpg"	"pest"	"White"	"forehead"	"Neg"	211	649	1	0	6	"Incon"
2	101	"C:\Hannah's FYP\Black2_neu.jpg"	"success"	"Black"	"forehead"	"Pos"	112	440	2	0	6	"Incon"
2	102	"C:\Hannah's FYP\White10_neu.jpg"	"beauty"	"White"	"eyes"	"Pos"	222	496	2	0	6	"Con"
2	103	"C:\Hannah's FYP\White14_neu.jpg"	"despair"	"White"	"eyes"	"Neg"	221	490	1	0	6	"Incon"
2	104	"C:\Hannah's FYP\Black7_neu.jpg"	"poison"	"Black"	"forehead"	"Neg"	111	517	1	0	6	"Con"
2	105	"C:\Hannah's FYP\Black24_neu.jpg"	"paradise"	"Black"	"nose"	"Pos"	132	526	2	0	6	"Incon"
2	106	"C:\Hannah's FYP\Black13_neu.jpg"	"joy"	"Black"	"eyes"	"Pos"	122	466	2	0	6	"Incon"
2	107	"C:\Hannah's FYP\Black5_neu.jpg"	"cockroach"	"Black"	"forehead"	"Neg"	111	513	1	0	6	"Con"
2	108	"C:\Hannah's FYP\White4_neu.jpg"	"success"	"White"	"forehead"	"Pos"	212	494	2	0	6	"Con"
2	109	"C:\Hannah's FYP\White7_neu.jpg"	"smile"	"White"	"forehead"	"Pos"	212	523	2	0	6	"Con"
2	110	"C:\Hannah's FYP\Black1_neu.jpg"	"love"	"Black"	"forehead"	"Pos"	112	495	2	0	6	"Incon"
2	111	"C:\Hannah's FYP\Black2_neu.jpg"	"poison"	"Black"	"forehead"	"Neg"	111	492	1	0	6	"Con"
2	112	"C:\Hannah's FYP\White12_neu.jpg"	"cockroach"	"White"	"eyes"	"Neg"	221	865.14757193714	1	0	6	"Incon"
2	113	"C:\Hannah's FYP\Black1_neu.jpg"	"pest"	"Black"	"forehead"	"Neg"	111	532	1	0	6	"Con"
2	114	"C:\Hannah's FYP\White9_neu.jpg"	"sewage"	"White"	"eyes"	"Neg"	221	512	1	0	6	"Incon"
2	115	"C:\Hannah's FYP\Black20_neu.jpg"	"poison"	"Black"	"nose"	"Neg"	131	424	1	0	6	"Con"
2	116	"C:\Hannah's FYP\Black15_neu.jpg"	"success"	"Black"	"eyes"	"Pos"	122	449	2	0	6	"Incon"
2	117	"C:\Hannah's FYP\White15_neu.jpg"	"success"	"White"	"eyes"	"Pos"	222	528	2	0	6	"Con"
2	118	"C:\Hannah's FYP\White14_neu.jpg"	"smile"	"White"	"eyes"	"Pos"	222	496	2	0	6	"Con"
2	119	"C:\Hannah's FYP\White3_neu.jpg"	"romance"	"White"	"forehead"	"Pos"	212	358	2	0	6	"Con"
2	120	"C:\Hannah's FYP\White2_neu.jpg"	"smile"	"White"	"forehead"	"Pos"	212	417	2	0	6	"Con"
2	121	"C:\Hannah's FYP\White13_neu.jpg"	"vacation"	"White"	"eyes"	"Pos"	222	561	2	0	6	"Con"
2	122	"C:\Hannah's FYP\Black11_neu.jpg"	"vacation"	"Black"	"eyes"	"Pos"	122	452	2	0	6	"Incon"
2	123	"C:\Hannah's FYP\White21_neu.jpg"	"poison"	"White"	"nose"	"Neg"	231	487	1	0	6	"Incon"
2	124	"C:\Hannah's FYP\White22_neu.jpg"	"beauty"	"White"	"nose"	"Pos"	232	492	2	0	6	"Con"
2	125	"C:\Hannah's FYP\Black20_neu.jpg"	"beauty"	"Black"	"nose"	"Pos"	132	485	2	0	6	"Incon"
2	126	"C:\Hannah's FYP\Black1_neu.jpg"	"paradise"	"Black"	"forehead"	"Pos"	112	475	2	0	6	"Incon"
2	127	"C:\Hannah's FYP\White21_neu.jpg"	"smile"	"White"	"nose"	"Pos"	232	405	2	0	6	"Con"
2	128	"C:\Hannah's FYP\White21_neu.jpg"	"cockroach"	"White"	"nose"	"Neg"	231	491	1	0	6	"Incon"
2	129	"C:\Hannah's FYP\White22_neu.jpg"	"despair"	"White"	"nose"	"Neg"	231	728	1	0	6	"Incon"
